"code","parent"
"E05001596","E05001596"
"E05001597","E05001597"
"E05001643","E05001643"
"E05001644","E05001644"
"E05001645","E05001645"
"E05001646","E05001646"
"E05001647","E05001647"
"E05001648","E05001648"
"E05001649","E05001649"
"E05001650","E05001650"
"E05001651","E05001651"
"E05001652","E05001652"
"E05001653","E05001653"
"E05001654","E05001654"
"E05001655","E05001655"
"E05001656","E05001656"
"E05001657","E05001657"
"E05001658","E05001658"
"E05001659","E05001659"
"E05001660","E05001660"
"E05001661","E05001661"
"E05001662","E05001662"
"E05001663","E05001663"
"E05001687","E05001687"
"E05001688","E05001688"
"E05001689","E05001689"
"E05001690","E05001690"
"E05001691","E05001691"
